上座率(%),场均人次,票房占比(%),已上映天数,排片场次,排片占比(%),当日票房(万),当日总出票(万),当日总场次(万),出品国家,电影类别1,电影类别2,电影类别3,电影评分,男性占比(%),女性占比(%),节假日
0.024,0.5,0.0005,95,17,0.0005,0.03,229.7,35.4,1,2,0,0,10,0.398,0.398,1
0.002,0.2,0.0005,20,34,0.0005,0.02,229.7,35.4,1,2,0,0,0,0.335,0.335,1
0.006,1,0.0005,38,8,0.0005,0.02,229.7,35.4,3,6,24,5,9,0.566,0.566,1
0.009,1,0.0005,59,6,0.0005,0.02,229.7,35.4,0,0,0,0,0,0,0,1
0.003,0.4,0.0005,48,10,0.0005,0.01,229.7,35.4,1,2,4,0,0,0.281,0.281,1
0.001,0.2,0.0005,52,21,0.0005,0.01,229.7,35.4,5,8,7,22,9,0.278,0.278,1
0.035,5.3,0.307,12,93062,0.271,2093.22,163,34.3,1,2,3,11,9,0.419,0.419,13
0.047,5.6,0.259,12,76024,0.221,1768.5,163,34.3,1,4,1,0,9,0.425,0.425,13
0.042,5,0.18,11,59068,0.172,1226.46,163,34.3,1,2,3,5,9,0.43,0.43,13
0.037,4.5,0.171,12,63607,0.185,1169.65,163,34.3,1,2,18,19,10,0.465,0.465,13
0.031,2.9,0.04,12,22834,0.066,276.75,163,34.3,1,1,2,0,9,0.381,0.381,13
0.006,70.7,0.01,59,157,0.0005,72.56,163,34.3,1,8,14,6,8,0.192,0.192,13
0.015,1.5,0.005,11,8571,0.025,39.57,163,34.3,3,8,0,0,9,0.235,0.235,13
0.026,3.5,0.004,41,1866,0.005,29.86,163,34.3,3,2,30,18,9,0.569,0.569,13
0.75,81.7,0.003,43,72,0.0005,21.72,163,34.3,1,18,30,0,0,0.374,0.374,13
0.03,2.6,0.002,63,1591,0.004,16.43,163,34.3,1,3,2,0,9,0.359,0.359,13
0.588,94,0.002,101,34,0.0005,14.7,163,34.3,1,2,18,21,0,0.263,0.263,13
0.066,8.9,0.001,11,560,0.001,12.88,163,34.3,1,7,31,8,0,0.163,0.163,13
0.027,2.7,0.001,25,1115,0.003,11.46,163,34.3,3,2,11,16,8,0.315,0.315,13
0.006,0.5,0.001,12,5614,0.016,10.87,163,34.3,1,1,8,6,9,0.265,0.265,13
0.019,1.7,0.001,82,1258,0.003,9.46,163,34.3,1,15,5,29,9,0.41,0.41,13
0.014,1.4,0.001,25,1774,0.005,8.4,163,34.3,3,5,6,0,8,0.699,0.699,13
0.01,1,0.0005,31,1531,0.004,6.25,163,34.3,1,2,3,0,9,0.353,0.353,13
0.076,3.5,0.0005,11,267,0.0005,4.67,163,34.3,1,8,6,1,0,0.274,0.274,13
0.058,24.3,0.0005,74,52,0.0005,4.51,163,34.3,1,22,24,1,9,0.205,0.205,13
0.557,73.8,0.0005,67,9,0.0005,2.65,163,34.3,1,9,0,0,10,0.285,0.285,13
0.003,0.3,0.0005,11,1962,0.005,2.12,163,34.3,1,8,1,7,0,0.349,0.349,13
0.158,12.1,0.0005,25,10,0.0005,0.76,163,34.3,1,2,0,0,0,0.315,0.315,13
0.032,3,0.0005,53,53,0.0005,0.58,163,34.3,3,9,30,0,9,0.298,0.298,13
0.089,1.5,0.0005,31,83,0.0005,0.5,163,34.3,1,2,0,0,9,0.4,0.4,13
0.742,98.5,0.0005,101,2,0.0005,0.49,163,34.3,1,19,18,2,0,0.451,0.451,13
0.006,0.5,0.0005,53,214,0.0005,0.43,163,34.3,1,2,1,0,9,0.274,0.274,13
0,5.7,0.0005,12,19,0.0005,0.38,163,34.3,1,2,1,4,0,0.458,0.458,13
0.014,1.4,0.0005,31,86,0.0005,0.33,163,34.3,1,16,17,0,0,0.381,0.381,13
0.2,23.8,0.0005,39,4,0.0005,0.27,163,34.3,1,2,0,0,0,0.356,0.356,13
0.004,0.4,0.0005,54,167,0.0005,0.27,163,34.3,1,2,12,0,9,0.207,0.207,13
0.005,0.4,0.0005,25,156,0.0005,0.27,163,34.3,1,3,11,0,0,0.229,0.229,13
0.009,0.7,0.0005,2,80,0.0005,0.19,163,34.3,1,9,0,0,0,0.339,0.339,13
0.147,9.4,0.0005,24,7,0.0005,0.15,163,34.3,1,2,8,7,0,0.284,0.284,13
0.625,28,0.0005,20,2,0.0005,0.12,163,34.3,1,21,2,0,0,0.435,0.435,13
0.017,1.4,0.0005,81,25,0.0005,0.12,163,34.3,3,1,6,7,9,0.204,0.204,13
0.002,0.2,0.0005,88,108,0.0005,0.1,163,34.3,1,8,7,1,9,0.348,0.348,13
0.001,0.2,0.0005,11,138,0.0005,0.09,163,34.3,5,8,6,0,0,0.201,0.201,13
0.006,0.5,0.0005,67,44,0.0005,0.07,163,34.3,1,6,5,14,9,0.433,0.433,13
0.007,0.9,0.0005,39,11,0.0005,0.06,163,34.3,3,6,24,5,9,0.566,0.566,13
0.017,1.3,0.0005,32,9,0.0005,0.05,163,34.3,1,2,1,0,0,0.339,0.339,13
0.013,1.3,0.0005,18,16,0.0005,0.05,163,34.3,1,1,4,0,0,0.47,0.47,13
0.003,0.3,0.0005,49,24,0.0005,0.02,163,34.3,1,4,2,0,9,0.333,0.333,13
0.002,0.3,0.0005,53,26,0.0005,0.01,163,34.3,5,8,7,22,9,0.278,0.278,13
0.004,0.2,0.0005,96,22,0.0005,0.01,163,34.3,1,2,0,0,10,0.398,0.398,13
0.004,0.4,0.0005,31,7,0.0005,0.01,163,34.3,1,2,4,7,0,0.285,0.285,13
0.007,0.8,0.0005,60,4,0.0005,0.01,163,34.3,0,0,0,0,0,0,0,13
0.035,5.1,0.44,1,80199,0.232,1703.68,94.5,34.5,1,11,3,2,9,0.26,0.26,13
0.02,2.5,0.13,6,53806,0.155,504.85,94.5,34.5,1,2,1,0,9,0.329,0.329,13
0.012,1.8,0.127,12,67265,0.194,494.6,94.5,34.5,1,2,3,0,8,0.212,0.212,13
0.035,3.5,0.076,35,19995,0.057,297.17,94.5,34.5,1,4,1,0,9,0.425,0.425,13
0.021,2.6,0.061,35,23342,0.067,239.54,94.5,34.5,1,2,18,19,10,0.465,0.465,13
0.014,1.8,0.059,35,30637,0.088,229,94.5,34.5,1,2,3,11,9,0.419,0.419,13
0.016,1.8,0.034,34,17727,0.051,131.89,94.5,34.5,1,2,3,5,9,0.43,0.43,13
0.007,0.8,0.016,6,21560,0.062,64.6,94.5,34.5,1,2,3,32,7,0.309,0.309,13
0.035,2.7,0.011,6,3519,0.01,45.34,94.5,34.5,1,2,0,0,8,0.325,0.325,13
0.265,17,0.006,17,352,0.001,24.62,94.5,34.5,1,2,23,0,0,0.3,0.3,13
0.698,76,0.004,66,68,0.0005,18.17,94.5,34.5,1,18,30,0,0,0.374,0.374,13
0.006,0.6,0.004,6,6729,0.019,17.58,94.5,34.5,1,2,11,3,8,0.333,0.333,13
0.009,1.2,0.003,35,2981,0.008,13.98,94.5,34.5,1,1,2,0,9,0.381,0.381,13
0.008,0.9,0.002,34,3468,0.01,9.26,94.5,34.5,3,8,0,0,9,0.235,0.235,13
0.011,1.1,0.002,6,2475,0.007,8.82,94.5,34.5,1,16,17,0,0,0.383,0.383,13
0.019,2.2,0.001,86,600,0.001,5.14,94.5,34.5,1,3,2,0,9,0.359,0.359,13
0.01,1.2,0.001,16,1056,0.003,4.86,94.5,34.5,3,9,30,0,9,0.247,0.247,13
0.005,0.5,0.001,13,2200,0.006,4.46,94.5,34.5,1,4,2,0,0,0.261,0.261,13
0.276,35.9,0.0005,25,86,0.0005,3.56,94.5,34.5,1,9,0,0,0,0.339,0.339,13
0.01,1.6,0.0005,6,532,0.001,3.12,94.5,34.5,1,6,24,12,0,0.36,0.36,13
0.004,0.5,0.0005,35,1693,0.004,2.95,94.5,34.5,1,1,8,6,9,0.265,0.265,13
0.008,1,0.0005,20,544,0.001,1.78,94.5,34.5,1,17,16,0,0,0.378,0.378,13
0.004,0.5,0.0005,2,803,0.002,1.15,94.5,34.5,5,2,7,11,0,0.318,0.318,13
0.029,4.5,0.0005,10,90,0.0005,1.05,94.5,34.5,1,2,0,0,0,0.447,0.447,13
0.004,0.4,0.0005,5,557,0.001,0.74,94.5,34.5,1,1,3,11,0,0.278,0.278,13
0.01,0.9,0.0005,48,238,0.0005,0.73,94.5,34.5,3,5,6,0,8,0.699,0.699,13
0.137,14,0.0005,13,16,0.0005,0.68,94.5,34.5,1,33,11,0,0,0.435,0.435,13
0.004,6.6,0.0005,11,26,0.0005,0.51,94.5,34.5,1,2,0,0,0,0.329,0.329,13
0.264,24.8,0.0005,48,5,0.0005,0.49,94.5,34.5,1,2,32,5,0,0.507,0.507,13
0.003,0.3,0.0005,5,408,0.001,0.46,94.5,34.5,1,2,12,0,0,0.348,0.348,13
0.007,1.8,0.0005,34,55,0.0005,0.25,94.5,34.5,1,8,6,1,0,0.274,0.274,13
0.002,14,0.0005,11,6,0.0005,0.21,94.5,34.5,1,9,0,0,0,0.352,0.352,13
0.021,1.8,0.0005,54,20,0.0005,0.2,94.5,34.5,1,2,0,0,9,0.4,0.4,13
0.003,0.2,0.0005,34,233,0.0005,0.19,94.5,34.5,1,8,1,7,0,0.349,0.349,13
0.016,1,0.0005,97,42,0.0005,0.18,94.5,34.5,1,22,24,1,9,0.205,0.205,13
0.158,13,0.0005,48,4,0.0005,0.18,94.5,34.5,1,2,0,0,0,0.315,0.315,13
0.026,9.8,0.0005,13,6,0.0005,0.17,94.5,34.5,1,12,0,0,0,0.398,0.398,13
0.002,0.2,0.0005,54,137,0.0005,0.13,94.5,34.5,1,2,3,0,9,0.353,0.353,13
0.003,0.3,0.0005,34,139,0.0005,0.13,94.5,34.5,1,7,31,8,0,0.163,0.163,13
0.042,2.5,0.0005,6,14,0.0005,0.1,94.5,34.5,1,2,0,0,0,0.45,0.45,13
0.006,0.4,0.0005,34,23,0.0005,0.04,94.5,34.5,5,8,6,0,0,0.201,0.201,13
0.001,0.2,0.0005,48,53,0.0005,0.04,94.5,34.5,1,3,11,0,0,0.229,0.229,13
0.006,0.6,0.0005,90,8,0.0005,0.02,94.5,34.5,1,9,0,0,10,0.285,0.285,13
0.006,0.8,0.0005,55,5,0.0005,0.01,94.5,34.5,1,2,1,0,0,0.339,0.339,13
0.001,0.2,0.0005,20,24,0.0005,0.01,94.5,34.5,7,4,2,0,0,0.378,0.378,13
0.003,0.1,0.0005,13,38,0.0005,0.01,94.5,34.5,1,2,12,23,0,0.314,0.314,13
0.002,0.2,0.0005,6,29,0.0005,0.01,94.5,34.5,1,25,1,0,0,0.37,0.37,13
0.008,0.8,0.0005,54,6,0.0005,0.01,94.5,34.5,1,16,17,0,0,0.381,0.381,13
0.034,5.9,0.416,1,120238,0.355,2734.8,165,33.9,3,5,6,0,6,0.538,0.538,13
0.046,5.8,0.26,10,71221,0.21,1707.1,165,33.9,1,11,3,2,9,0.26,0.26,13
0.044,5.2,0.172,1,52338,0.154,1135.13,165,33.9,1,2,12,0,9,0.346,0.346,13
0.047,5.3,0.033,44,10783,0.031,222.54,165,33.9,1,2,18,19,10,0.465,0.465,13
0.018,2.2,0.032,21,23283,0.068,216.07,165,33.9,1,2,3,0,8,0.212,0.212,13
0.017,2.1,0.026,15,22294,0.065,176.86,165,33.9,1,2,1,0,9,0.329,0.329,13
0.019,2.2,0.014,44,10327,0.03,94.13,165,33.9,1,2,3,11,9,0.419,0.419,13
0.017,1.8,0.007,44,6972,0.02,52.46,165,33.9,1,4,1,0,9,0.425,0.425,13
0.016,1.9,0.006,43,5767,0.017,44.57,165,33.9,1,2,3,5,9,0.43,0.43,13
0.166,33.7,0.006,26,296,0.0005,40.34,165,33.9,1,2,23,0,0,0.3,0.3,13
0.654,72.1,0.003,75,98,0.0005,24.61,165,33.9,1,18,30,0,0,0.374,0.374,13
0.015,1.7,0.002,43,2828,0.008,14.22,165,33.9,3,8,0,0,9,0.235,0.235,13
0.013,1.4,0.001,44,1327,0.003,6.64,165,33.9,1,1,8,6,9,0.265,0.265,13
0.005,0.7,0.0005,15,1873,0.005,5.27,165,33.9,1,2,3,32,7,0.309,0.309,13
0.017,1.9,0.0005,15,779,0.002,4.72,165,33.9,1,16,17,0,0,0.383,0.383,13
0.008,0.9,0.0005,15,938,0.002,3.47,165,33.9,1,2,11,3,8,0.333,0.333,13
0.074,21.5,0.0005,1,30,0.0005,3.22,165,33.9,1,21,18,0,0,0.478,0.478,13
0.008,1,0.0005,44,734,0.002,2.76,165,33.9,1,1,2,0,9,0.381,0.381,13
0.017,1.9,0.0005,25,343,0.001,2.63,165,33.9,3,9,30,0,9,0.247,0.247,13
0.003,0.5,0.0005,8,1613,0.004,2.56,165,33.9,1,2,0,0,9,0.376,0.376,13
0.243,53.9,0.0005,34,16,0.0005,2.26,165,33.9,1,2,0,0,0,0.387,0.387,13
0.178,35.9,0.0005,22,17,0.0005,1.89,165,33.9,1,12,0,0,0,0.398,0.398,13
0.016,1.7,0.0005,15,266,0.0005,1.83,165,33.9,1,2,0,0,8,0.325,0.325,13
0.087,16.2,0.0005,19,41,0.0005,1.76,165,33.9,1,2,0,0,0,0.447,0.447,13
0.003,12.6,0.0005,14,43,0.0005,1.65,165,33.9,1,2,12,0,0,0.348,0.348,13
0.017,1.7,0.0005,29,204,0.0005,1.09,165,33.9,1,17,16,0,0,0.378,0.378,13
0.005,0.5,0.0005,22,429,0.001,0.8,165,33.9,1,4,2,0,0,0.261,0.261,13
0.279,27.3,0.0005,22,8,0.0005,0.67,165,33.9,1,2,25,0,0,0.371,0.371,13
0.012,1.6,0.0005,15,98,0.0005,0.58,165,33.9,1,6,24,12,0,0.36,0.36,13
0.007,1,0.0005,43,163,0.0005,0.58,165,33.9,1,8,1,7,0,0.349,0.349,13
0.002,0.3,0.0005,8,513,0.001,0.54,165,33.9,1,2,12,0,8,0.301,0.301,13
0,9.6,0.0005,5,10,0.0005,0.38,165,33.9,1,23,25,0,0,0.297,0.297,13
0.009,1.1,0.0005,57,82,0.0005,0.32,165,33.9,3,5,6,0,8,0.699,0.699,13
0.049,3.8,0.0005,3,24,0.0005,0.32,165,33.9,1,32,11,0,0,0.45,0.45,13
0.322,50.5,0.0005,20,2,0.0005,0.3,165,33.9,1,9,0,0,0,0.352,0.352,13
0.137,13,0.0005,20,9,0.0005,0.28,165,33.9,1,2,0,0,0,0.329,0.329,13
0.004,1.1,0.0005,43,86,0.0005,0.27,165,33.9,1,7,31,8,0,0.163,0.163,13
0.088,14.8,0.0005,22,6,0.0005,0.26,165,33.9,1,33,11,0,0,0.435,0.435,13
0.079,9.1,0.0005,15,9,0.0005,0.22,165,33.9,1,25,1,0,0,0.37,0.37,13
0.005,0.7,0.0005,63,68,0.0005,0.21,165,33.9,1,2,3,0,9,0.353,0.353,13
0.089,6.7,0.0005,29,9,0.0005,0.21,165,33.9,7,4,2,0,0,0.378,0.378,13
0.002,0.4,0.0005,8,159,0.0005,0.15,165,33.9,1,14,5,0,0,0.466,0.466,13
0.004,0.3,0.0005,14,87,0.0005,0.09,165,33.9,1,1,3,11,0,0.278,0.278,13
0.205,21,0.0005,59,1,0.0005,0.07,165,33.9,1,2,0,0,0,0.481,0.481,13
0.004,0.3,0.0005,11,45,0.0005,0.05,165,33.9,5,2,7,11,0,0.318,0.318,13
0.018,2.3,0.0005,64,3,0.0005,0.03,165,33.9,1,2,1,0,0,0.339,0.339,13
0.008,0.6,0.0005,43,18,0.0005,0.02,165,33.9,5,8,6,0,0,0.201,0.201,13
0.024,5,0.0005,1,1,0.0005,0.01,165,33.9,1,2,4,0,0,0.35,0.35,13
0,0.1,0.0005,43,36,0.0005,0.01,165,33.9,1,8,6,1,0,0.274,0.274,13
0.006,0.2,0.0005,1,24,0.0005,0.01,165,33.9,1,8,0,0,8,0.19,0.19,13
0.094,11,0.322,11,84657,0.209,3880.23,304.5,40.3,1,11,3,2,9,0.26,0.26,2
0.046,8.3,0.286,2,106834,0.264,3449.47,304.5,40.3,3,5,6,0,6,0.538,0.538,2
0.042,5.4,0.19,2,101795,0.252,2298.28,304.5,40.3,1,2,12,0,9,0.346,0.346,2
0.059,6.1,0.074,1,44084,0.109,893.94,304.5,40.3,1,11,3,0,7,0.25,0.25,2
0.048,5,0.031,1,22205,0.055,376.13,304.5,40.3,1,8,0,0,8,0.19,0.19,2
0.079,8.1,0.027,22,9404,0.023,330.99,304.5,40.3,1,2,3,0,8,0.212,0.212,2
0.058,5.9,0.015,16,8033,0.019,187,304.5,40.3,1,2,1,0,9,0.329,0.329,2
0.087,8.9,0.013,45,4530,0.011,160.28,304.5,40.3,1,2,18,19,10,0.465,0.465,2
0.064,6.4,0.006,44,4317,0.01,84.23,304.5,40.3,3,8,0,0,9,0.235,0.235,2
0.052,5.3,0.006,45,3525,0.008,78.04,304.5,40.3,1,2,3,11,9,0.419,0.419,2
0.058,5.4,0.005,45,2864,0.007,63.77,304.5,40.3,1,4,1,0,9,0.425,0.425,2
0.058,5.6,0.003,45,2410,0.005,47.63,304.5,40.3,1,1,8,6,9,0.265,0.265,2
0.06,5.7,0.003,44,1948,0.004,46.66,304.5,40.3,1,2,3,5,9,0.43,0.43,2
0.376,101.1,0.001,76,51,0.0005,18.82,304.5,40.3,1,18,30,0,0,0.374,0.374,2
0.117,24.1,0.0005,27,122,0.0005,11.96,304.5,40.3,1,2,23,0,0,0.3,0.3,2
0.057,10,0.0005,1,206,0.0005,5.24,304.5,40.3,1,22,25,0,0,0.468,0.468,2
0.032,3.3,0.0005,16,474,0.001,5.01,304.5,40.3,1,16,17,0,0,0.383,0.383,2
0.071,7.2,0.0005,26,164,0.0005,4.55,304.5,40.3,3,9,30,0,9,0.247,0.247,2
0.031,3.1,0.0005,45,302,0.0005,3.67,304.5,40.3,1,1,2,0,9,0.381,0.381,2
0.187,33.9,0.0005,16,85,0.0005,3.34,304.5,40.3,1,25,1,0,0,0.37,0.37,2
0.029,3.4,0.0005,44,282,0.0005,3.31,304.5,40.3,1,8,1,7,0,0.349,0.349,2
0.026,2.4,0.0005,16,304,0.0005,3.17,304.5,40.3,1,2,11,3,8,0.333,0.333,2
0.011,1.3,0.0005,16,445,0.001,2.17,304.5,40.3,1,2,3,32,7,0.309,0.309,2
0.75,100,0.0005,2,4,0.0005,2,304.5,40.3,1,2,22,21,0,0,0,2
0.068,9.2,0.0005,44,130,0.0005,1.81,304.5,40.3,1,7,31,8,0,0.163,0.163,2
0.072,4.6,0.0005,16,69,0.0005,1.44,304.5,40.3,1,2,0,0,8,0.325,0.325,2
0.007,0.8,0.0005,1,444,0.001,1.34,304.5,40.3,1,2,4,0,0,0.35,0.35,2
0.018,2.4,0.0005,23,141,0.0005,1.26,304.5,40.3,1,4,2,0,0,0.261,0.261,2
0.596,47.1,0.0005,23,8,0.0005,1.2,304.5,40.3,1,2,25,0,0,0.371,0.371,2
0.085,13,0.0005,16,27,0.0005,1.1,304.5,40.3,1,6,24,12,0,0.36,0.36,2
0.028,2.9,0.0005,30,113,0.0005,1.04,304.5,40.3,1,17,16,0,0,0.378,0.378,2
0.004,0.8,0.0005,9,301,0.0005,0.94,304.5,40.3,1,2,0,0,9,0.376,0.376,2
0.287,78.3,0.0005,23,4,0.0005,0.93,304.5,40.3,1,12,0,0,0,0.398,0.398,2
0.008,34.3,0.0005,15,9,0.0005,0.93,304.5,40.3,1,2,12,0,0,0.348,0.348,2
0.185,23,0.0005,2,8,0.0005,0.92,304.5,40.3,1,21,18,0,0,0.478,0.478,2
0.017,1.4,0.0005,9,108,0.0005,0.69,304.5,40.3,1,2,12,0,8,0.301,0.301,2
0.384,38.4,0.0005,23,5,0.0005,0.57,304.5,40.3,1,33,11,0,0,0.435,0.435,2
0.054,4.6,0.0005,44,27,0.0005,0.38,304.5,40.3,5,8,6,0,0,0.201,0.201,2
0.025,2.6,0.0005,58,39,0.0005,0.33,304.5,40.3,3,5,6,0,8,0.699,0.699,2
0.023,2.1,0.0005,44,42,0.0005,0.28,304.5,40.3,1,8,6,1,0,0.274,0.274,2
0.017,6.2,0.0005,20,12,0.0005,0.19,304.5,40.3,1,2,0,0,0,0.447,0.447,2
0.619,57,0.0005,60,1,0.0005,0.17,304.5,40.3,1,2,0,0,0,0.481,0.481,2
0.002,0.3,0.0005,9,107,0.0005,0.11,304.5,40.3,1,14,5,0,0,0.466,0.466,2
0.003,0.5,0.0005,1,44,0.0005,0.06,304.5,40.3,1,2,12,0,0,0.472,0.472,2
0.003,0.3,0.0005,15,36,0.0005,0.03,304.5,40.3,1,1,3,11,0,0.278,0.278,2
0.027,2.7,0.0005,65,3,0.0005,0.03,304.5,40.3,1,2,1,0,0,0.339,0.339,2
0.005,1.2,0.0005,12,6,0.0005,0.02,304.5,40.3,5,2,7,11,0,0.318,0.318,2
0.006,0.7,0.0005,6,6,0.0005,0.01,304.5,40.3,1,23,25,0,0,0.297,0.297,2
0.064,7.9,0.338,12,86522,0.225,2863.67,212.1,38.4,1,11,3,2,9,0.26,0.26,1
0.03,5.4,0.257,3,104554,0.272,2174.87,212.1,38.4,3,5,6,0,6,0.538,0.538,1
0.036,4.7,0.177,3,76751,0.199,1504.08,212.1,38.4,1,2,12,0,9,0.346,0.346,1
0.039,4,0.051,2,32805,0.085,431.84,212.1,38.4,1,11,3,0,7,0.25,0.25,1
0.047,4.8,0.037,2,19628,0.051,317.02,212.1,38.4,1,8,0,0,8,0.19,0.19,1
0.045,4.6,0.033,23,14506,0.037,286.94,212.1,38.4,1,2,3,0,8,0.212,0.212,1
0.04,3.9,0.021,17,11565,0.03,179.72,212.1,38.4,1,2,1,0,9,0.329,0.329,1
0.054,5.5,0.017,46,6777,0.017,150.42,212.1,38.4,1,2,18,19,10,0.465,0.465,1
0.062,6.1,0.014,45,6585,0.017,125.58,212.1,38.4,3,8,0,0,9,0.235,0.235,1
0.036,3.5,0.009,46,5526,0.014,83.2,212.1,38.4,1,2,3,11,9,0.419,0.419,1
0.052,5,0.006,46,3297,0.008,59,212.1,38.4,1,1,8,6,9,0.265,0.265,1
0.035,3.4,0.006,46,4165,0.01,58.97,212.1,38.4,1,4,1,0,9,0.425,0.425,1
0.04,3.9,0.006,45,3128,0.008,52.07,212.1,38.4,1,2,3,5,9,0.43,0.43,1
0.189,27.5,0.002,17,180,0.0005,24.81,212.1,38.4,1,2,0,0,8,0.325,0.325,1
0.284,91.2,0.002,77,57,0.0005,18.77,212.1,38.4,1,18,30,0,0,0.374,0.374,1
0.097,16.3,0.0005,28,125,0.0005,8.25,212.1,38.4,1,2,23,0,0,0.3,0.3,1
0.052,5.1,0.0005,27,293,0.0005,5.96,212.1,38.4,3,9,30,0,9,0.247,0.247,1
0.035,3.5,0.0005,45,381,0.0005,4.68,212.1,38.4,1,8,1,7,0,0.349,0.349,1
0.028,2.5,0.0005,46,440,0.001,4.44,212.1,38.4,1,1,2,0,9,0.381,0.381,1
0.023,2.1,0.0005,17,456,0.001,4.19,212.1,38.4,1,2,11,3,8,0.333,0.333,1
0.015,1.5,0.0005,17,728,0.001,3.63,212.1,38.4,1,16,17,0,0,0.383,0.383,1
0.17,34.9,0.0005,17,85,0.0005,3.39,212.1,38.4,1,25,1,0,0,0.37,0.37,1
0.009,0.9,0.0005,17,623,0.001,2.18,212.1,38.4,1,2,3,32,7,0.309,0.309,1
0.022,6.3,0.0005,2,97,0.0005,1.53,212.1,38.4,1,22,25,0,0,0.468,0.468,1
0.025,2.4,0.0005,45,153,0.0005,1.15,212.1,38.4,1,7,31,8,0,0.163,0.163,1
0.726,100,0.0005,3,2,0.0005,1,212.1,38.4,1,2,22,21,0,0,0,1
0.6,41.7,0.0005,24,7,0.0005,0.94,212.1,38.4,1,2,25,0,0,0.371,0.371,1
0.262,21.9,0.0005,3,8,0.0005,0.87,212.1,38.4,1,21,18,0,0,0.478,0.478,1
0.01,1.1,0.0005,24,202,0.0005,0.84,212.1,38.4,1,4,2,0,0,0.261,0.261,1
0.004,0.5,0.0005,10,401,0.001,0.78,212.1,38.4,1,2,0,0,9,0.376,0.376,1
0.027,4.2,0.0005,17,42,0.0005,0.71,212.1,38.4,1,6,24,12,0,0.36,0.36,1
0.448,55,0.0005,24,4,0.0005,0.66,212.1,38.4,1,12,0,0,0,0.398,0.398,1
0.011,1.2,0.0005,31,170,0.0005,0.61,212.1,38.4,1,17,16,0,0,0.378,0.378,1
0.626,50.6,0.0005,22,5,0.0005,0.5,212.1,38.4,1,2,0,0,0,0.329,0.329,1
0.004,0.5,0.0005,2,265,0.0005,0.47,212.1,38.4,1,2,4,0,0,0.35,0.35,1
0.009,15,0.0005,7,7,0.0005,0.46,212.1,38.4,1,23,25,0,0,0.297,0.297,1
0.009,10.6,0.0005,16,14,0.0005,0.45,212.1,38.4,1,2,12,0,0,0.348,0.348,1
0.004,0.6,0.0005,10,292,0.0005,0.45,212.1,38.4,1,14,5,0,0,0.466,0.466,1
0.016,1.7,0.0005,59,66,0.0005,0.45,212.1,38.4,3,5,6,0,8,0.699,0.699,1
0.032,2.9,0.0005,45,47,0.0005,0.44,212.1,38.4,1,8,6,1,0,0.274,0.274,1
0.03,2.8,0.0005,45,46,0.0005,0.43,212.1,38.4,5,8,6,0,0,0.201,0.201,1
0.006,0.5,0.0005,10,148,0.0005,0.29,212.1,38.4,1,2,12,0,8,0.301,0.301,1
0.155,18.3,0.0005,22,3,0.0005,0.16,212.1,38.4,1,9,0,0,0,0.352,0.352,1
0.019,2.8,0.0005,21,18,0.0005,0.14,212.1,38.4,1,2,0,0,0,0.447,0.447,1
0.005,0.9,0.0005,2,40,0.0005,0.12,212.1,38.4,1,2,12,0,0,0.472,0.472,1
0.054,5.1,0.0005,24,7,0.0005,0.1,212.1,38.4,1,33,11,0,0,0.435,0.435,1
0.153,7.5,0.0005,24,4,0.0005,0.08,212.1,38.4,1,2,12,23,0,0.314,0.314,1
0.135,9.3,0.0005,66,3,0.0005,0.08,212.1,38.4,1,2,1,0,0,0.339,0.339,1
0.012,0.8,0.0005,13,21,0.0005,0.04,212.1,38.4,5,2,7,11,0,0.318,0.318,1
0.002,0.2,0.0005,16,44,0.0005,0.04,212.1,38.4,1,1,3,11,0,0.278,0.278,1
0.025,3.3,0.386,13,77889,0.247,1070.2,68.7,31.5,1,11,3,2,9,0.26,0.26,13
0.02,2.5,0.24,4,63139,0.2,665.79,68.7,31.5,1,2,12,0,9,0.346,0.346,13
0.008,1.4,0.164,4,84304,0.267,457.12,68.7,31.5,3,5,6,0,6,0.538,0.538,13
0.015,1.6,0.053,3,28446,0.09,148.36,68.7,31.5,1,11,3,0,7,0.25,0.25,13
0.013,1.4,0.03,24,14473,0.045,85.46,68.7,31.5,1,2,3,0,8,0.212,0.212,13
0.022,2.4,0.025,47,7329,0.023,69.96,68.7,31.5,1,2,18,19,10,0.465,0.465,13
0.014,1.4,0.023,18,11839,0.037,65.67,68.7,31.5,1,2,1,0,9,0.329,0.329,13
0.015,1.6,0.014,47,6216,0.019,41.27,68.7,31.5,1,2,3,11,9,0.419,0.419,13
0.018,1.8,0.011,47,4442,0.014,32.86,68.7,31.5,1,4,1,0,9,0.425,0.425,13
0.016,1.6,0.008,46,3519,0.011,24.44,68.7,31.5,1,2,3,5,9,0.43,0.43,13
0.436,23.2,0.007,18,189,0.0005,21.99,68.7,31.5,1,2,0,0,8,0.325,0.325,13
0.75,75.3,0.007,78,77,0.0005,21.23,68.7,31.5,1,18,30,0,0,0.374,0.374,13
0.237,22.8,0.005,29,179,0.0005,16.48,68.7,31.5,1,2,23,0,0,0.3,0.3,13
0.005,0.6,0.003,3,4761,0.015,9.28,68.7,31.5,1,8,0,0,8,0.19,0.19,13
0.101,13,0.001,18,72,0.0005,3.67,68.7,31.5,1,6,24,12,0,0.36,0.36,13
0.008,0.9,0.001,46,1305,0.004,3.48,68.7,31.5,3,8,0,0,9,0.235,0.235,13
