上座率(%),场均人次,票房占比(%),已上映天数,排片场次,排片占比(%),当日票房(万),当日总出票(万),当日总场次(万),出品国家,电影类别1,电影类别2,电影类别3,电影评分,男性占比(%),女性占比(%),节假日
0.75,46.6,0.002,65,54,0.0005,8.93,91.8,34.9,1,18,30,0,0,0.374,0.374,13
0.008,1.1,0.001,15,1686,0.004,6.8,91.8,34.9,3,9,30,0,9,0.247,0.247,13
0.006,0.6,0.001,12,2542,0.007,5.97,91.8,34.9,1,4,2,0,0,0.261,0.261,13
0.006,0.6,0.0005,34,1848,0.005,3.65,91.8,34.9,1,1,8,6,9,0.265,0.265,13
0.004,0.5,0.0005,1,1968,0.005,3,91.8,34.9,5,2,7,11,0,0.318,0.318,13
0.014,1.2,0.0005,19,649,0.001,2.63,91.8,34.9,1,17,16,0,0,0.378,0.378,13
0.006,1,0.0005,5,581,0.001,2.39,91.8,34.9,1,6,24,12,0,0.36,0.36,13
0.005,0.4,0.0005,4,704,0.002,1.13,91.8,34.9,1,1,3,11,0,0.278,0.278,13
0.025,3.9,0.0005,9,90,0.0005,0.95,91.8,34.9,1,2,0,0,0,0.447,0.447,13
0.011,1.1,0.0005,47,246,0.0005,0.88,91.8,34.9,3,5,6,0,8,0.699,0.699,13
0.019,4.5,0.0005,33,57,0.0005,0.68,91.8,34.9,1,8,6,1,0,0.274,0.274,13
0.138,21.5,0.0005,24,8,0.0005,0.6,91.8,34.9,1,9,0,0,0,0.339,0.339,13
0.002,0.3,0.0005,4,471,0.001,0.58,91.8,34.9,1,2,12,0,0,0.348,0.348,13
0.005,0.5,0.0005,53,174,0.0005,0.34,91.8,34.9,1,2,3,0,9,0.353,0.353,13
0.016,1.8,0.0005,96,47,0.0005,0.33,91.8,34.9,1,22,24,1,9,0.205,0.205,13
0.002,0.3,0.0005,33,262,0.0005,0.29,91.8,34.9,1,8,1,7,0,0.349,0.349,13
0.042,12.5,0.0005,12,6,0.0005,0.22,91.8,34.9,1,12,0,0,0,0.398,0.398,13
0.049,1.4,0.0005,12,32,0.0005,0.15,91.8,34.9,1,2,12,23,0,0.314,0.314,13
0.002,0.3,0.0005,33,145,0.0005,0.11,91.8,34.9,1,7,31,8,0,0.163,0.163,13
0.009,1.1,0.0005,10,28,0.0005,0.08,91.8,34.9,1,2,0,0,0,0.329,0.329,13
0.022,2.3,0.0005,54,4,0.0005,0.04,91.8,34.9,1,2,1,0,0,0.339,0.339,13
0.004,0.4,0.0005,53,25,0.0005,0.04,91.8,34.9,1,2,0,0,9,0.4,0.4,13
0.005,0.6,0.0005,12,13,0.0005,0.02,91.8,34.9,1,33,11,0,0,0.435,0.435,13
0.022,0.8,0.0005,12,16,0.0005,0.02,91.8,34.9,1,2,25,0,0,0.371,0.371,13
0.002,0.2,0.0005,19,37,0.0005,0.02,91.8,34.9,7,4,2,0,0,0.378,0.378,13
0,0.2,0.0005,47,32,0.0005,0.02,91.8,34.9,1,3,11,0,0,0.229,0.229,13
0.001,0.2,0.0005,89,20,0.0005,0.01,91.8,34.9,1,6,5,14,9,0.433,0.433,13
0.004,0.4,0.0005,53,9,0.0005,0.01,91.8,34.9,1,16,17,0,0,0.381,0.381,13
0.129,20.3,0.314,7,112671,0.26,9795.13,745.6,43.3,1,2,3,11,9,0.419,0.419,6
0.15,17.8,0.207,7,86539,0.199,6462.78,745.6,43.3,1,4,1,0,9,0.425,0.425,6
0.132,16.7,0.178,7,79801,0.184,5546.95,745.6,43.3,1,2,18,19,10,0.465,0.465,6
0.166,18.9,0.165,6,63849,0.147,5144.01,745.6,43.3,1,2,3,5,9,0.43,0.43,6
0.15,14.5,0.045,7,23308,0.053,1424.75,745.6,43.3,1,1,2,0,9,0.381,0.381,6
0.134,13.7,0.036,6,25063,0.057,1131.68,745.6,43.3,3,8,0,0,9,0.235,0.235,6
0.119,11.5,0.023,7,17417,0.04,733.04,745.6,43.3,1,1,8,6,9,0.265,0.265,6
0.123,19,0.006,36,2181,0.005,197.79,745.6,43.3,3,2,30,18,9,0.569,0.569,6
0.072,6.7,0.005,6,6384,0.014,156.05,745.6,43.3,1,8,1,7,0,0.349,0.349,6
0.051,73.2,0.003,54,210,0.0005,94.68,745.6,43.3,1,8,14,6,8,0.192,0.192,6
0.111,10.6,0.002,58,2025,0.004,87.29,745.6,43.3,1,3,2,0,9,0.359,0.359,6
0.103,10.7,0.002,77,1591,0.003,74.16,745.6,43.3,1,15,5,29,9,0.41,0.41,6
0.107,10.5,0.001,20,821,0.001,36.74,745.6,43.3,3,2,11,16,8,0.315,0.315,6
0.633,95.8,0.001,38,103,0.0005,31.2,745.6,43.3,1,18,30,0,0,0.374,0.374,6
0.018,1.9,0.001,6,4567,0.01,31.18,745.6,43.3,1,8,6,1,0,0.274,0.274,6
0.113,10.8,0.0005,89,682,0.001,30.19,745.6,43.3,1,8,18,0,9,0.351,0.351,6
0.036,3.6,0.0005,6,1928,0.004,22.62,745.6,43.3,1,7,31,8,0,0.163,0.163,6
0.054,5.5,0.0005,20,1081,0.002,20.56,745.6,43.3,3,5,6,0,8,0.699,0.699,6
0.044,4.3,0.0005,26,815,0.001,14.52,745.6,43.3,1,2,3,0,9,0.353,0.353,6
0.535,79.5,0.0005,47,88,0.0005,13.7,745.6,43.3,1,8,0,0,0,0.354,0.354,6
0.09,8.1,0.0005,48,296,0.0005,9.79,745.6,43.3,1,2,1,0,9,0.274,0.274,6
0.439,150,0.0005,96,13,0.0005,9.5,745.6,43.3,1,2,18,21,0,0.263,0.263,6
0.097,7.9,0.0005,83,240,0.0005,7.62,745.6,43.3,1,8,7,1,9,0.348,0.348,6
0.038,3.9,0.0005,6,414,0.0005,5.17,745.6,43.3,5,8,6,0,0,0.201,0.201,6
0.023,35.9,0.0005,7,19,0.0005,2.24,745.6,43.3,1,2,1,4,0,0.458,0.458,6
0.112,9.5,0.0005,48,46,0.0005,1.79,745.6,43.3,3,9,30,0,9,0.298,0.298,6
0.091,7.1,0.0005,69,40,0.0005,1.18,745.6,43.3,1,22,24,1,9,0.205,0.205,6
0.066,5.3,0.0005,62,44,0.0005,0.96,745.6,43.3,1,6,5,14,9,0.433,0.433,6
0.067,5.8,0.0005,76,31,0.0005,0.65,745.6,43.3,3,1,6,7,9,0.204,0.204,6
0.066,3.6,0.0005,26,28,0.0005,0.43,745.6,43.3,1,2,0,0,9,0.4,0.4,6
0.021,2.3,0.0005,26,62,0.0005,0.41,745.6,43.3,1,16,17,0,0,0.381,0.381,6
0.052,5.9,0.0005,34,14,0.0005,0.39,745.6,43.3,3,6,24,5,9,0.566,0.566,6
0.073,5.9,0.0005,48,20,0.0005,0.37,745.6,43.3,5,8,7,22,9,0.278,0.278,6
0.012,1.3,0.0005,20,61,0.0005,0.33,745.6,43.3,1,3,11,0,0,0.229,0.229,6
0.082,8,0.0005,27,8,0.0005,0.32,745.6,43.3,1,2,1,0,0,0.339,0.339,6
0.01,0.8,0.0005,49,71,0.0005,0.23,745.6,43.3,1,2,12,0,9,0.207,0.207,6
0.018,2,0.0005,91,19,0.0005,0.15,745.6,43.3,1,2,0,0,10,0.398,0.398,6
0.031,2.2,0.0005,89,17,0.0005,0.13,745.6,43.3,1,8,6,1,9,0.222,0.222,6
0.027,1.8,0.0005,44,18,0.0005,0.12,745.6,43.3,1,4,2,0,9,0.333,0.333,6
0.75,30,0.0005,99,1,0.0005,0.09,745.6,43.3,1,2,25,0,0,0.385,0.385,6
0.301,16.5,0.0005,15,2,0.0005,0.08,745.6,43.3,1,21,2,0,0,0.435,0.435,6
0.038,4.5,0.0005,55,4,0.0005,0.05,745.6,43.3,0,0,0,0,0,0,0,6
0.047,2.8,0.0005,47,6,0.0005,0.05,745.6,43.3,6,8,0,0,0,0.171,0.171,6
0.033,3.5,0.0005,16,2,0.0005,0.03,745.6,43.3,1,2,0,0,0,0.335,0.335,6
0.017,1.5,0.0005,19,6,0.0005,0.03,745.6,43.3,1,22,4,0,0,0.404,0.404,6
0.007,1.3,0.0005,44,6,0.0005,0.02,745.6,43.3,1,2,4,0,0,0.281,0.281,6
0.016,3,0.0005,62,2,0.0005,0.02,745.6,43.3,1,9,0,0,10,0.285,0.285,6
0.004,0.5,0.0005,48,8,0.0005,0.01,745.6,43.3,1,11,3,0,8,0.365,0.365,6
0.118,18.5,0.305,8,110636,0.257,8800.8,691.4,43,1,2,3,11,9,0.419,0.419,6
0.141,16.5,0.208,8,86429,0.201,6005.73,691.4,43,1,4,1,0,9,0.425,0.425,6
0.128,16.1,0.179,8,77835,0.181,5187.08,691.4,43,1,2,18,19,10,0.465,0.465,6
0.152,17.6,0.168,7,64776,0.15,4858.83,691.4,43,1,2,3,5,9,0.43,0.43,6
0.145,14,0.048,8,23606,0.054,1397.44,691.4,43,1,1,2,0,9,0.381,0.381,6
0.128,13.2,0.037,7,25091,0.058,1090.07,691.4,43,3,8,0,0,9,0.235,0.235,6
0.111,10.7,0.023,8,17595,0.04,688.37,691.4,43,1,1,8,6,9,0.265,0.265,6
0.117,17.9,0.006,37,2152,0.005,183.56,691.4,43,3,2,30,18,9,0.569,0.569,6
0.065,6.1,0.004,7,6216,0.014,136.75,691.4,43,1,8,1,7,0,0.349,0.349,6
0.003,76.7,0.003,55,206,0.0005,98.76,691.4,43,1,8,14,6,8,0.192,0.192,6
0.101,9.7,0.002,59,2022,0.004,79.6,691.4,43,1,3,2,0,9,0.359,0.359,6
0.092,9.5,0.002,78,1543,0.003,64.44,691.4,43,1,15,5,29,9,0.41,0.41,6
0.105,10.1,0.001,21,824,0.001,35.5,691.4,43,3,2,11,16,8,0.315,0.315,6
0.527,90.2,0.0005,39,98,0.0005,27.8,691.4,43,1,18,30,0,0,0.374,0.374,6
0.106,10.1,0.0005,90,635,0.001,26.45,691.4,43,1,8,18,0,9,0.351,0.351,6
0.018,1.9,0.0005,7,3594,0.008,24.83,691.4,43,1,8,6,1,0,0.274,0.274,6
0.049,5.2,0.0005,21,1070,0.002,19.6,691.4,43,3,5,6,0,8,0.699,0.699,6
0.031,3.1,0.0005,7,1874,0.004,19.04,691.4,43,1,7,31,8,0,0.163,0.163,6
0.031,3.4,0.0005,7,1266,0.002,14.98,691.4,43,5,8,6,0,0,0.201,0.201,6
0.425,76,0.0005,48,88,0.0005,13.2,691.4,43,1,8,0,0,0,0.354,0.354,6
0.038,3.7,0.0005,27,833,0.001,12.84,691.4,43,1,2,3,0,9,0.353,0.353,6
0.089,8.1,0.0005,49,269,0.0005,8.94,691.4,43,1,2,1,0,9,0.274,0.274,6
0.426,147.6,0.0005,97,12,0.0005,8.25,691.4,43,1,2,18,21,0,0.263,0.263,6
0.088,7.5,0.0005,84,244,0.0005,7.46,691.4,43,1,8,7,1,9,0.348,0.348,6
0.159,28.3,0.0005,70,61,0.0005,7.2,691.4,43,1,22,24,1,9,0.205,0.205,6
0.131,11.5,0.0005,49,44,0.0005,2.07,691.4,43,3,9,30,0,9,0.298,0.298,6
0.017,31.2,0.0005,8,17,0.0005,1.77,691.4,43,1,2,1,4,0,0.458,0.458,6
0.152,10.7,0.0005,27,31,0.0005,1.36,691.4,43,1,2,0,0,9,0.4,0.4,6
0.405,70,0.0005,63,12,0.0005,0.88,691.4,43,1,9,0,0,10,0.285,0.285,6
0.04,4,0.0005,63,42,0.0005,0.71,691.4,43,1,6,5,14,9,0.433,0.433,6
0.069,5.6,0.0005,77,27,0.0005,0.55,691.4,43,3,1,6,7,9,0.204,0.204,6
0.025,2.8,0.0005,27,62,0.0005,0.52,691.4,43,1,16,17,0,0,0.381,0.381,6
0.052,5,0.0005,35,13,0.0005,0.33,691.4,43,3,6,24,5,9,0.566,0.566,6
0.06,5.3,0.0005,49,22,0.0005,0.32,691.4,43,5,8,7,22,9,0.278,0.278,6
0.014,1,0.0005,50,67,0.0005,0.26,691.4,43,1,2,12,0,9,0.207,0.207,6
0.032,2.1,0.0005,90,22,0.0005,0.16,691.4,43,1,8,6,1,9,0.222,0.222,6
0.002,12.2,0.0005,20,5,0.0005,0.15,691.4,43,1,22,4,0,0,0.404,0.404,6
0.006,0.4,0.0005,21,60,0.0005,0.1,691.4,43,1,3,11,0,0,0.229,0.229,6
0.077,6.8,0.0005,56,5,0.0005,0.1,691.4,43,0,0,0,0,0,0,0,6
0.024,2.4,0.0005,92,11,0.0005,0.09,691.4,43,1,2,0,0,10,0.398,0.398,6
0.044,2.4,0.0005,28,7,0.0005,0.09,691.4,43,1,2,1,0,0,0.339,0.339,6
0.75,30,0.0005,100,1,0.0005,0.09,691.4,43,1,2,25,0,0,0.385,0.385,6
0.009,40.5,0.0005,48,2,0.0005,0.08,691.4,43,1,8,5,1,0,0.231,0.231,6
0.033,2.8,0.0005,45,6,0.0005,0.08,691.4,43,1,2,4,0,0,0.281,0.281,6
0.013,1,0.0005,45,15,0.0005,0.06,691.4,43,1,4,2,0,9,0.333,0.333,6
0.023,2.8,0.0005,42,5,0.0005,0.05,691.4,43,1,2,11,3,9,0.278,0.278,6
0.001,0.8,0.0005,14,6,0.0005,0.01,691.4,43,1,1,4,0,0,0.47,0.47,6
0.012,0.8,0.0005,83,4,0.0005,0.01,691.4,43,1,8,6,35,0,0.197,0.197,6
0.004,0.6,0.0005,20,7,0.0005,0.01,691.4,43,1,2,8,7,0,0.284,0.284,6
0.01,1,0.0005,48,4,0.0005,0.01,691.4,43,6,8,0,0,0,0.171,0.171,6
0.084,13.2,0.295,9,107586,0.255,6125.01,495.3,42.1,1,2,3,11,9,0.419,0.419,6
0.103,12.1,0.21,9,84688,0.201,4351.18,495.3,42.1,1,4,1,0,9,0.425,0.425,6
0.088,11,0.17,9,76455,0.181,3520.24,495.3,42.1,1,2,18,19,10,0.465,0.465,6
0.108,12.6,0.168,8,64347,0.152,3481.84,495.3,42.1,1,2,3,5,9,0.43,0.43,6
0.12,12.4,0.048,8,24948,0.059,1013.62,495.3,42.1,3,8,0,0,9,0.235,0.235,6
0.097,9.4,0.045,9,23657,0.056,943.75,495.3,42.1,1,1,2,0,9,0.381,0.381,6
0.092,8.9,0.027,9,17596,0.041,575.85,495.3,42.1,1,1,8,6,9,0.265,0.265,6
0.085,12.6,0.006,38,2079,0.004,127.09,495.3,42.1,3,2,30,18,9,0.569,0.569,6
0.06,5.6,0.006,8,6030,0.014,125.95,495.3,42.1,1,8,1,7,0,0.349,0.349,6
0.004,81,0.004,56,194,0.0005,100.34,495.3,42.1,1,8,14,6,8,0.192,0.192,6
0.042,4.4,0.002,8,2973,0.007,58.05,495.3,42.1,1,8,6,1,0,0.274,0.274,6
0.068,6.5,0.002,60,1955,0.004,51.39,495.3,42.1,1,3,2,0,9,0.359,0.359,6
0.067,6.9,0.002,79,1440,0.003,43.64,495.3,42.1,1,15,5,29,9,0.41,0.41,6
0.75,95.2,0.001,40,97,0.0005,28.59,495.3,42.1,1,18,30,0,0,0.374,0.374,6
0.076,7.4,0.001,22,795,0.001,25.5,495.3,42.1,3,2,11,16,8,0.315,0.315,6
0.033,3.1,0.0005,8,1832,0.004,18.88,495.3,42.1,1,7,31,8,0,0.163,0.163,6
0.079,7.6,0.0005,91,586,0.001,18.44,495.3,42.1,1,8,18,0,9,0.351,0.351,6
0.036,3.6,0.0005,22,1023,0.002,13.17,495.3,42.1,3,5,6,0,8,0.699,0.699,6
0.028,3,0.0005,8,1001,0.002,10.43,495.3,42.1,5,8,6,0,0,0.201,0.201,6
0.594,116.4,0.0005,98,18,0.0005,9.64,495.3,42.1,1,2,18,21,0,0.263,0.263,6
0.028,2.7,0.0005,28,801,0.001,8.83,495.3,42.1,1,2,3,0,9,0.353,0.353,6
0.081,8.2,0.0005,50,247,0.0005,8.42,495.3,42.1,1,2,1,0,9,0.274,0.274,6
0.404,116.4,0.0005,49,14,0.0005,8.12,495.3,42.1,1,8,0,0,0,0.354,0.354,6
0.077,6.1,0.0005,85,223,0.0005,5.55,495.3,42.1,1,8,7,1,9,0.348,0.348,6
0.021,31,0.0005,9,22,0.0005,2.18,495.3,42.1,1,2,1,4,0,0.458,0.458,6
0.109,10.7,0.0005,71,45,0.0005,2.17,495.3,42.1,1,22,24,1,9,0.205,0.205,6
0.114,9.6,0.0005,50,41,0.0005,1.6,495.3,42.1,3,9,30,0,9,0.298,0.298,6
0.365,71.1,0.0005,64,12,0.0005,0.95,495.3,42.1,1,9,0,0,10,0.285,0.285,6
0.064,5.7,0.0005,78,27,0.0005,0.63,495.3,42.1,3,1,6,7,9,0.204,0.204,6
0.058,4.9,0.0005,28,28,0.0005,0.58,495.3,42.1,1,2,0,0,9,0.4,0.4,6
0.032,3,0.0005,64,43,0.0005,0.54,495.3,42.1,1,6,5,14,9,0.433,0.433,6
0.053,4.6,0.0005,50,19,0.0005,0.28,495.3,42.1,5,8,7,22,9,0.278,0.278,6
0.015,1.5,0.0005,28,56,0.0005,0.23,495.3,42.1,1,16,17,0,0,0.381,0.381,6
0.053,4.6,0.0005,36,14,0.0005,0.22,495.3,42.1,3,6,24,5,9,0.566,0.566,6
0.01,0.8,0.0005,51,68,0.0005,0.2,495.3,42.1,1,2,12,0,9,0.207,0.207,6
0.009,0.7,0.0005,22,62,0.0005,0.17,495.3,42.1,1,3,11,0,0,0.229,0.229,6
0.016,3.7,0.0005,29,7,0.0005,0.11,495.3,42.1,1,2,1,0,0,0.339,0.339,6
0.026,1.9,0.0005,91,15,0.0005,0.1,495.3,42.1,1,8,6,1,9,0.222,0.222,6
0.75,30,0.0005,101,1,0.0005,0.09,495.3,42.1,1,2,25,0,0,0.385,0.385,6
0.049,6.2,0.0005,22,6,0.0005,0.08,495.3,42.1,1,2,0,0,0,0.315,0.315,6
0.013,1.3,0.0005,46,15,0.0005,0.07,495.3,42.1,1,4,2,0,9,0.333,0.333,6
0.046,2.2,0.0005,28,5,0.0005,0.06,495.3,42.1,1,2,4,7,0,0.285,0.285,6
0.027,1.8,0.0005,84,4,0.0005,0.04,495.3,42.1,1,8,6,35,0,0.197,0.197,6
0.025,2.4,0.0005,57,5,0.0005,0.03,495.3,42.1,0,0,0,0,0,0,0,6
0.011,1.1,0.0005,46,7,0.0005,0.03,495.3,42.1,1,2,4,0,0,0.281,0.281,6
0.008,0.9,0.0005,21,7,0.0005,0.02,495.3,42.1,1,2,8,7,0,0.284,0.284,6
0.042,2.5,0.0005,21,2,0.0005,0.01,495.3,42.1,1,22,4,0,0,0.404,0.404,6
0.036,3,0.0005,101,1,0.0005,0.01,495.3,42.1,1,9,0,0,0,0.356,0.356,6
0.014,0.8,0.0005,93,4,0.0005,0.01,495.3,42.1,1,2,0,0,10,0.398,0.398,6
0.009,1.3,0.0005,49,4,0.0005,0.01,495.3,42.1,6,8,0,0,0,0.171,0.171,6
0.094,5,0.0005,17,1,0.0005,0.01,495.3,42.1,1,21,2,0,0,0.435,0.435,6
0.032,4,0.0005,36,1,0.0005,0.01,495.3,42.1,1,17,16,0,0,0.362,0.362,6
0.053,8.1,0.327,10,97051,0.268,3334.19,242.3,36.1,1,2,3,11,9,0.419,0.419,6
0.073,8.5,0.267,10,76481,0.211,2718.5,242.3,36.1,1,4,1,0,9,0.425,0.425,6
0.061,7,0.174,9,60281,0.166,1774.05,242.3,36.1,1,2,3,5,9,0.43,0.43,6
0.046,5.6,0.156,10,68457,0.189,1598.32,242.3,36.1,1,2,18,19,10,0.465,0.465,6
0.039,3.8,0.037,10,23996,0.066,380.56,242.3,36.1,1,1,2,0,9,0.381,0.381,6
0.018,1.8,0.007,9,11933,0.033,72.08,242.3,36.1,3,8,0,0,9,0.235,0.235,6
0.047,6.3,0.005,39,1796,0.004,56.21,242.3,36.1,3,2,30,18,9,0.569,0.569,6
0.038,3.3,0.002,61,1862,0.005,24.9,242.3,36.1,1,3,2,0,9,0.359,0.359,6
0.007,0.7,0.002,10,8230,0.022,21.81,242.3,36.1,1,1,8,6,9,0.265,0.265,6
0.04,3.9,0.001,23,892,0.002,14.62,242.3,36.1,3,2,11,16,8,0.315,0.315,6
0.029,2.6,0.001,80,1162,0.003,13.73,242.3,36.1,1,15,5,29,9,0.41,0.41,6
0.067,6.3,0.001,9,754,0.002,12.4,242.3,36.1,1,7,31,8,0,0.163,0.163,6
0.75,78.4,0.001,41,40,0.0005,11.65,242.3,36.1,1,18,30,0,0,0.374,0.374,6
0.722,132.1,0.001,99,17,0.0005,10.5,242.3,36.1,1,2,18,21,0,0.263,0.263,6
0.02,2.1,0.0005,23,1384,0.003,9.66,242.3,36.1,3,5,6,0,8,0.699,0.699,6
0.014,1.3,0.0005,29,1504,0.004,8.26,242.3,36.1,1,2,3,0,9,0.353,0.353,6
0.005,0.4,0.0005,9,2802,0.007,4.7,242.3,36.1,1,8,1,7,0,0.349,0.349,6
0.274,32.4,0.0005,50,86,0.0005,2.78,242.3,36.1,1,8,0,0,0,0.354,0.354,6
0.019,1.2,0.0005,92,303,0.0005,1.59,242.3,36.1,1,8,18,0,9,0.351,0.351,6
0.014,2.2,0.0005,51,192,0.0005,1.59,242.3,36.1,1,2,1,0,9,0.274,0.274,6
0.195,133.3,0.0005,99,3,0.0005,1,242.3,36.1,1,19,18,2,0,0.451,0.451,6
0.061,5,0.0005,51,43,0.0005,0.77,242.3,36.1,3,9,30,0,9,0.298,0.298,6
0.036,2.2,0.0005,29,67,0.0005,0.59,242.3,36.1,1,2,0,0,9,0.4,0.4,6
0.001,6.6,0.0005,10,22,0.0005,0.5,242.3,36.1,1,2,1,4,0,0.458,0.458,6
0.046,4,0.0005,72,29,0.0005,0.49,242.3,36.1,1,22,24,1,9,0.205,0.205,6
0.019,1.7,0.0005,29,80,0.0005,0.4,242.3,36.1,1,16,17,0,0,0.381,0.381,6
0.237,43,0.0005,29,3,0.0005,0.38,242.3,36.1,1,2,0,0,0,0.322,0.322,6
0.207,15.8,0.0005,50,5,0.0005,0.34,242.3,36.1,1,8,5,1,0,0.231,0.231,6
0.007,0.6,0.0005,23,102,0.0005,0.3,242.3,36.1,1,3,11,0,0,0.229,0.229,6
0.212,19.3,0.0005,30,7,0.0005,0.27,242.3,36.1,1,2,0,0,0,0.636,0.636,6
0.003,0.3,0.0005,9,191,0.0005,0.22,242.3,36.1,5,8,6,0,0,0.201,0.201,6
0.005,0.5,0.0005,86,116,0.0005,0.2,242.3,36.1,1,8,7,1,9,0.348,0.348,6
0.001,0.1,0.0005,9,418,0.001,0.18,242.3,36.1,1,8,6,1,0,0.274,0.274,6
0.021,2,0.0005,79,16,0.0005,0.17,242.3,36.1,3,1,6,7,9,0.204,0.204,6
0.028,2.3,0.0005,30,13,0.0005,0.16,242.3,36.1,1,2,1,0,0,0.339,0.339,6
0.019,1.4,0.0005,65,29,0.0005,0.15,242.3,36.1,1,6,5,14,9,0.433,0.433,6
0.004,0.3,0.0005,52,112,0.0005,0.15,242.3,36.1,1,2,12,0,9,0.207,0.207,6
0.017,1.9,0.0005,23,7,0.0005,0.08,242.3,36.1,1,2,0,0,0,0.315,0.315,6
0.016,1.1,0.0005,47,19,0.0005,0.07,242.3,36.1,1,4,2,0,9,0.333,0.333,6
0.029,2.6,0.0005,58,7,0.0005,0.05,242.3,36.1,0,0,0,0,0,0,0,6
0.005,0.7,0.0005,16,15,0.0005,0.02,242.3,36.1,1,1,4,0,0,0.47,0.47,6
0.013,0.6,0.0005,65,9,0.0005,0.01,242.3,36.1,1,9,0,0,10,0.285,0.285,6
0.003,0.3,0.0005,51,14,0.0005,0.01,242.3,36.1,5,8,7,22,9,0.278,0.278,6
0.005,0.3,0.0005,47,9,0.0005,0.01,242.3,36.1,1,2,4,0,0,0.281,0.281,6
0.001,0.05,0.0005,19,38,0.0005,0.01,242.3,36.1,1,2,0,0,0,0.335,0.335,6
0.049,7.4,0.314,11,95686,0.269,3024.89,229.7,35.4,1,2,3,11,9,0.419,0.419,1
0.066,7.7,0.257,11,76848,0.216,2478.36,229.7,35.4,1,4,1,0,9,0.425,0.425,1
0.059,6.9,0.181,10,59999,0.169,1749.72,229.7,35.4,1,2,3,5,9,0.43,0.43,1
0.049,6,0.17,11,66622,0.187,1641.97,229.7,35.4,1,2,18,19,10,0.465,0.465,1
0.04,3.7,0.038,11,23747,0.066,373.5,229.7,35.4,1,1,2,0,9,0.381,0.381,1
0.02,2,0.007,10,10345,0.029,68.18,229.7,35.4,3,8,0,0,9,0.235,0.235,1
0.046,6.1,0.005,40,1857,0.005,55.93,229.7,35.4,3,2,30,18,9,0.569,0.569,1
0.008,0.8,0.002,11,6909,0.019,20.78,229.7,35.4,1,1,8,6,9,0.265,0.265,1
0.042,3.6,0.002,62,1460,0.004,20.51,229.7,35.4,1,3,2,0,9,0.359,0.359,1
0.75,69.8,0.001,42,61,0.0005,16.57,229.7,35.4,1,18,30,0,0,0.374,0.374,1
0.039,3.7,0.001,24,984,0.002,14.74,229.7,35.4,3,2,11,16,8,0.315,0.315,1
0.027,2.5,0.001,81,1350,0.003,14.56,229.7,35.4,1,15,5,29,9,0.41,0.41,1
0.09,8.1,0.001,10,666,0.001,14.05,229.7,35.4,1,7,31,8,0,0.163,0.163,1
0.732,108.4,0.001,100,26,0.0005,13.63,229.7,35.4,1,2,18,21,0,0.263,0.263,1
0.02,1.9,0.001,24,1669,0.004,10.57,229.7,35.4,3,5,6,0,8,0.699,0.699,1
0.013,1.2,0.0005,30,1636,0.004,8.38,229.7,35.4,1,2,3,0,9,0.353,0.353,1
0.005,0.5,0.0005,10,2383,0.006,4.3,229.7,35.4,1,8,1,7,0,0.349,0.349,1
0.053,24.5,0.0005,73,35,0.0005,3.08,229.7,35.4,1,22,24,1,9,0.205,0.205,1
0.194,34.8,0.0005,51,82,0.0005,2.86,229.7,35.4,1,8,0,0,0,0.354,0.354,1
0.062,4.1,0.0005,1,99,0.0005,1.69,229.7,35.4,1,9,0,0,0,0.339,0.339,1
0.07,6,0.0005,52,46,0.0005,1.11,229.7,35.4,3,9,30,0,9,0.298,0.298,1
0.011,0.8,0.0005,52,212,0.0005,0.7,229.7,35.4,1,2,1,0,9,0.274,0.274,1
0.031,1.7,0.0005,30,86,0.0005,0.62,229.7,35.4,1,2,0,0,9,0.4,0.4,1
0.015,1.7,0.0005,30,93,0.0005,0.45,229.7,35.4,1,16,17,0,0,0.381,0.381,1
0.008,0.7,0.0005,24,116,0.0005,0.34,229.7,35.4,1,3,11,0,0,0.229,0.229,1
0.001,4.2,0.0005,11,22,0.0005,0.32,229.7,35.4,1,2,1,4,0,0.458,0.458,1
0.006,0.6,0.0005,53,137,0.0005,0.31,229.7,35.4,1,2,12,0,9,0.207,0.207,1
0.004,0.4,0.0005,10,157,0.0005,0.29,229.7,35.4,5,8,6,0,0,0.201,0.201,1
0.025,2.4,0.0005,80,19,0.0005,0.17,229.7,35.4,3,1,6,7,9,0.204,0.204,1
0.001,0.1,0.0005,10,334,0.0005,0.16,229.7,35.4,1,8,6,1,0,0.274,0.274,1
0.044,3.4,0.0005,17,16,0.0005,0.14,229.7,35.4,1,1,4,0,0,0.47,0.47,1
0.004,0.3,0.0005,87,105,0.0005,0.13,229.7,35.4,1,8,7,1,9,0.348,0.348,1
0.007,0.6,0.0005,66,38,0.0005,0.09,229.7,35.4,1,6,5,14,9,0.433,0.433,1
0.067,5,0.0005,31,4,0.0005,0.09,229.7,35.4,1,2,1,0,0,0.339,0.339,1
0.007,0.7,0.0005,48,25,0.0005,0.06,229.7,35.4,1,4,2,0,9,0.333,0.333,1
0.115,3,0.0005,30,5,0.0005,0.04,229.7,35.4,1,2,0,0,0,0.322,0.322,1
0.022,0.4,0.0005,93,24,0.0005,0.04,229.7,35.4,1,8,18,0,9,0.351,0.351,1
0.008,0.9,0.0005,24,10,0.0005,0.04,229.7,35.4,1,2,0,0,0,0.315,0.315,1
0.093,0.4,0.0005,30,22,0.0005,0.04,229.7,35.4,1,2,4,7,0,0.285,0.285,1
